dzielnica,typ_szkoly,nazwa_szkoly,nazwa_oddzialu,rozszerzenia,jezyki,prog_min,ranking25,srednia22do24
Praga-Północ,LO,VIII LO im. Władysława IV,"1E [O] geogr-ang-mat (ang-fra*,hisz*,niem*,ros)",ang-geogr-mat,ang-fra-hisz-niem-ros,171.55,5,3.67
Praga-Północ,LO,VIII LO im. Władysława IV,"1CD/1 [O] fiz-inf-mat (ang-fra*,hisz*,niem*,ros)",fiz-inf-mat,ang-fra-hisz-niem-ros,176.00,5,3.67
Praga-Północ,LO,VIII LO im. Władysława IV,"1CD/2 [O] chem-fiz-mat (ang-fra*,hisz*,niem*,ros)",chem-fiz-mat,ang-fra-hisz-niem-ros,175.35,5,3.67
Praga-Północ,LO,XX LO im. B. Chrobrego,1B [O] geogr-mat (ang-hisz),geogr-mat,ang-hisz,57.50,,
Praga-Północ,LO,XX LO im. B. Chrobrego,1A [O] ang-pol (ang-fra),ang-pol,ang-fra,83.70,,
Rembertów,LO,LI LO im. T. Kościuszki,1A [O] inf-ang-mat (ang-niem*),ang-inf-mat,ang-niem,110.45,,
Rembertów,LO,LI LO im. T. Kościuszki,"1C [O] geogr-ang (ang*-niem,hisz)",ang-geogr,ang-hisz-niem,137.30,,
Śródmieście,BS I st.,Branżowa Szkoła Gastronomiczna I stopnia,1A [O] Kucharz (ang),Kucharz,ang,44.75,,
Śródmieście,BS I st.,Branżowa Szkoła Gastronomiczna I stopnia,1C [O] Cukiernik (ang),Cukiernik,ang,50.10,,
Śródmieście,LO,CLVII LO im. M. Skłodowskiej-Curie,"1A [O] chem-ang-mat (ang-hisz,niem)",ang-chem-mat,ang-hisz-niem,168.70,31,27.67
Śródmieście,LO,CLVII LO im. M. Skłodowskiej-Curie,"1B [O] geogr-ang-mat (ang-hisz,niem)",ang-geogr-mat,ang-hisz-niem,172.00,31,27.67
Śródmieście,LO,CLVII LO im. M. Skłodowskiej-Curie,"1D [O] biol-chem-mat (ang-hisz,niem)",biol-chem-mat,ang-hisz-niem,170.05,31,27.67
Śródmieście,LO,CLVII LO im. M. Skłodowskiej-Curie,"1C [O] fiz-inf-mat (ang-niem,hisz)",fiz-inf-mat,ang-hisz-niem,166.00,31,27.67
Śródmieście,LO,II LO z Oddziałami Dwujęzycznymi im. S. Batorego,"1mf [D] fiz-mat (ang-niem,hisz,fra,wlo)",fiz-mat,ang-fra-hisz-niem-wlo,191.94,7,5.33
Śródmieście,LO,II LO z Oddziałami Dwujęzycznymi im. S. Batorego,"1mh [D] hist-mat (ang-niem,hisz,fra,wlo)",hist-mat,ang-fra-hisz-niem-wlo,188.36,7,5.33
Śródmieście,LO,II LO z Oddziałami Dwujęzycznymi im. S. Batorego,"1bchm [O] biol-chem-mat (ang-niem,hisz,fra,wlo)",biol-chem-mat,ang-fra-hisz-niem-wlo,175.75,7,5.33
Śródmieście,LO,IX LO im. K. Hoffmanowej,1d_mat-fiz-chem [O] chem-fiz-mat (ang-hisz*),chem-fiz-mat,ang-hisz,176.30,2,4.0
Śródmieście,LO,IX LO im. K. Hoffmanowej,1a_mat-biol-chem [O] biol-chem-mat (ang-hisz*),biol-chem-mat,ang-hisz,180.60,2,4.0
Śródmieście,LO,IX LO im. K. Hoffmanowej,1b_mat-biol-chem [O] biol-chem-mat (ang-niem*),biol-chem-mat,ang-niem,179.60,2,4.0
Śródmieście,LO,IX LO im. K. Hoffmanowej,1u_mat-fiz-ang [O] fiz-ang-mat (ang-hisz*),ang-fiz-mat,ang-hisz,176.15,2,4.0
Śródmieście,LO,IX LO im. K. Hoffmanowej,1f_mat-geo-WOS [O] geogr-mat-wos (ang-hisz*),geogr-mat-wos,ang-hisz,175.20,2,4.0
Śródmieście,LO,LVIII LO im. K.K. Baczyńskiego,1AL [O] fiz-ang-mat (ang-niem*),ang-fiz-mat,ang-niem,27.25,,
Śródmieście,LO,LVIII LO im. K.K. Baczyńskiego,1CL [O] geogr-mat-wos (ang-hisz*),geogr-mat-wos,ang-hisz,107.10,,
Śródmieście,LO,LVIII LO im. K.K. Baczyńskiego,1EL [O] ang-pol-wło (ang-wlo),ang-pol-wło,ang-wlo,108.80,,
Śródmieście,LO,LVIII LO im. K.K. Baczyńskiego,1DL [O] geogr-ang-wos (ang-hisz*),ang-geogr-wos,ang-hisz,126.35,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1A-2-pnożna.żeńska [MS] geogr-ang-pol (ang-niem*),ang-geogr-pol,ang-niem,60.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1A-1-pływanie [MS] geogr-ang-pol (ang-niem*),ang-geogr-pol,ang-niem,343.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1C-2-siatka.żeńska [MS] biol-chem-ang (ang-niem*),ang-biol-chem,ang-niem,55.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1C-1-siatka.męska [MS] biol-chem-ang (ang-niem*),ang-biol-chem,ang-niem,60.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1B-2-kosz.żeński [MS] biol-chem-ang (ang-niem*),ang-biol-chem,ang-niem,390.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1B-1-kosz.męski [MS] biol-chem-ang (ang-niem*),ang-biol-chem,ang-niem,427.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1F-1-lekkoatletyka [S] geogr-ang-pol (ang-niem*),ang-geogr-pol,ang-niem,360.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1F-2-cheerleading [S] geogr-ang-pol (ang-niem*),ang-geogr-pol,ang-niem,283.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa",1F-3-sporty.różne [S] geogr-ang-pol (ang-niem*),ang-geogr-pol,ang-niem,336.00,,
Śródmieście,LO,"LXII LO Mistrzostwa Sportowego im. Generała Broni W.
Andersa","1-DE-p,nożna.męska [S] hist-ang-pol (ang-niem*)",ang-hist-pol,ang-niem,43.00,,
Śródmieście,LO,LXVII LO im. J. Nowaka-Jeziorańskiego,"1B [O] fiz-mat (niem*,hisz*-ang)",fiz-mat,ang-hisz-niem,171.85,17,8.0
Śródmieście,LO,LXVII LO im. J. Nowaka-Jeziorańskiego,"1D [O] hist-pol-mat (niem*,hisz*-ang)",hist-mat-pol,ang-hisz-niem,166.10,17,8.0
Śródmieście,LO,LXVII LO im. J. Nowaka-Jeziorańskiego,"1A [O] biol-chem-mat (niem*,hisz*-ang)",biol-chem-mat,ang-hisz-niem,173.65,17,8.0
Śródmieście,LO,LXVII LO im. J. Nowaka-Jeziorańskiego,"1C [O] geogr-mat (niem*,hisz*-ang)",geogr-mat,ang-hisz-niem,171.30,17,8.0
Śródmieście,LO,LXXV LO im. J. III Sobieskiego,"1A_MEDIALNA [O] hist-obcy-pol (hisz*,fra*,niem*-ang)",hist-obcy-pol,ang-fra-hisz-niem,144.50,68,75.0
Śródmieście,LO,LXXV LO im. J. III Sobieskiego,"1B_BIOL-CHEM [O] biol-chem (ang-fra,hisz,niem)",biol-chem,ang-fra-hisz-niem,147.65,68,75.0
Śródmieście,LO,LXXV LO im. J. III Sobieskiego,"1C_FILMOWA [O] ang-pol (ang-fra,hisz,niem)",ang-pol,ang-fra-hisz-niem,154.40,68,75.0
Śródmieście,LO,LXXV LO im. J. III Sobieskiego,"1E_MUZYCZNO-TEATR. [O] hist-pol (ang-fra,hisz,niem)",hist-pol,ang-fra-hisz-niem,123.40,68,75.0
Śródmieście,LO,LXXV LO im. J. III Sobieskiego,"1D_DYPLOMATYCZNA [O] geogr-obcy-wos (hisz*,fra*,niem*-ang)",geogr-obcy-wos,ang-fra-hisz-niem,143.15,68,75.0
Śródmieście,LO,LXXXI LO im. A. Fredry,"1B [O] geogr-ang-mat (ang-fra,hisz*,niem*,ros)",ang-geogr-mat,ang-fra-hisz-niem-ros,165.40,33,30.0
Śródmieście,LO,LXXXI LO im. A. Fredry,"1A [O] hist-pol-wos (ang-fra,hisz*,niem*,ros)",hist-pol-wos,ang-fra-hisz-niem-ros,158.20,33,30.0
Śródmieście,LO,LXXXI LO im. A. Fredry,"1C [O] fiz-ang-mat (ang-fra,hisz*,niem*,ros)",ang-fiz-mat,ang-fra-hisz-niem-ros,162.55,33,30.0
Śródmieście,LO,LXXXI LO im. A. Fredry,"1D [O] biol-chem-mat (ang-fra,hisz*,niem*,ros)",biol-chem-mat,ang-fra-hisz-niem-ros,159.05,33,30.0
Śródmieście,LO,LXXXIII LO im. E. Konopczyńskiego,1A [O] ang-mat (ang-niem*),ang-mat,ang-niem,147.40,53,73.33
Śródmieście,LO,LXXXIII LO im. E. Konopczyńskiego,1D [O] biol-chem-mat (ang*-hisz),biol-chem-mat,ang-hisz,141.10,53,73.33
Śródmieście,LO,LXXXIII LO im. E. Konopczyńskiego,1C [O] ang-hiszp-pol (ang-hisz*),ang-hiszp-pol,ang-hisz,144.65,53,73.33
Śródmieście,LO,LXXXIII LO im. E. Konopczyńskiego,1B [O] geogr-ang-mat (ang*-niem*),ang-geogr-mat,ang-niem,148.65,53,73.33
Śródmieście,T,Technikum Architektoniczno-Budowlane im. S. Noakowskiego,1b [O] Technik budownictwa (ang-niem*),Technik budownictwa,ang-niem,132.60,,
Śródmieście,T,Technikum Architektoniczno-Budowlane im. S. Noakowskiego,1a [O] Technik inżynierii sanitarnej (ang-niem*),Technik inżynierii sanitarnej,ang-niem,75.90,,
Śródmieście,T,Technikum Architektoniczno-Budowlane im. S. Noakowskiego,1c [O] Technik budownictwa (ang-niem*),Technik budownictwa,ang-niem,121.00,,
Śródmieście,T,Technikum Architektoniczno-Budowlane im. S. Noakowskiego,1g [O] Technik budownictwa (ang-niem*),Technik budownictwa,ang-niem,123.90,,
Śródmieście,T,"Technikum Budownictwa i Architektury nr 1 im. prof. Z.
Mączeńskiego",1AT [O] Technik budownictwa (ang-niem),Technik budownictwa,ang-niem,37.45,,
Śródmieście,T,"Technikum Budownictwa i Architektury nr 1 im. prof. Z.
Mączeńskiego",1BT [O] Technik budownictwa (ang-niem),Technik budownictwa,ang-niem,27.70,,
Śródmieście,T,"Technikum Budownictwa i Architektury nr 1 im. prof. Z.
Mączeńskiego",1GT [O] Technik budownictwa (ang-wlo),Technik budownictwa,ang-wlo,82.40,,
Śródmieście,T,Technikum Ekonomiczne nr 1 im. M. Kopernika,1LA [O] Technik logistyk (ang-niem),Technik logistyk,ang-niem,100.35,,
Śródmieście,T,Technikum Ekonomiczne nr 1 im. M. Kopernika,1EA [O] Technik ekonomista (ang-niem),Technik ekonomista,ang-niem,88.10,,
Śródmieście,T,Technikum Ekonomiczne nr 1 im. M. Kopernika,1EB [O] Technik ekonomista (ang-hisz),Technik ekonomista,ang-hisz,81.15,,
Śródmieście,T,Technikum Ekonomiczne nr 1 im. M. Kopernika,1FA [O] Technik rachunkowości (ang-ros),Technik rachunkowości,ang-ros,71.75,,
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,1H [O] Technik hotelarstwa (ang-niem*),Technik hotelarstwa,ang-niem,69.65,,
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,"1A [O] Technik żywienia i usług gastronomicznych (ang-hisz*,wlo*)",Technik żywienia i usług gastronomicznych,ang-hisz-wlo,100.75,,
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,1CD [O] Technik żywienia i usług gastronomicznych (ang-niem*),Technik żywienia i usług gastronomicznych,ang-niem,47.75,,
Śródmieście,T,Technikum Gastronomiczno-Hotelarskie nr 1,1B [O] Technik żywienia i usług gastronomicznych (ang-hisz*),Technik żywienia i usług gastronomicznych,ang-hisz,96.85,,
Śródmieście,T,"Technikum Kinematograficzno-Komputerowe im. K.
Kieślowskiego",1Anagr [O] Technik realizacji nagrań (ang-hisz),Technik realizacji nagrań,ang-hisz,148.50,,
Śródmieście,T,"Technikum Kinematograficzno-Komputerowe im. K.
Kieślowskiego",1Anagł [O] Technik realizacji nagłośnień (ang-hisz),Technik realizacji nagłośnień,ang-hisz,131.55,,
Śródmieście,T,"Technikum Kinematograficzno-Komputerowe im. K.
Kieślowskiego",1C [O] Technik informatyk (ang-niem),Technik informatyk,ang-niem,121.55,,
Śródmieście,T,"Technikum Kinematograficzno-Komputerowe im. K.
Kieślowskiego","1B [O] Technik programista (ang-niem,hisz)",Technik programista,ang-hisz-niem,150.35,,
Śródmieście,T,Technikum Poligraficzne,1tc_ang/mat [O] Technik grafiki i poligrafii cyfrowej (ang-niem),Technik grafiki i poligrafii cyfrowej,ang-niem,31.15,,
Śródmieście,T,Technikum Poligraficzne,1tr_ang/geo [O] Technik reklamy (ang-niem),Technik reklamy,ang-niem,78.75,,
Śródmieście,T,Technikum Poligraficzne,1tci_ang/geo_ogólno [I-o] Technik grafiki i poligrafii cyfrowej (ang-wlo),Technik grafiki i poligrafii cyfrowej,ang-wlo,100.40,,
Śródmieście,LO,V LO im. Księcia J. Poniatowskiego,"1A [O] hist-pol-wos (ang-fra,hisz)",hist-pol-wos,ang-fra-hisz,170.50,10,6.67
Śródmieście,LO,V LO im. Księcia J. Poniatowskiego,"1B [O] fiz-mat (ang-fra,niem)",fiz-mat,ang-fra-niem,176.85,10,6.67
Śródmieście,LO,V LO im. Księcia J. Poniatowskiego,"1D [O] biol-chem (ang-fra,niem)",biol-chem,ang-fra-niem,176.40,10,6.67
Śródmieście,LO,V LO im. Księcia J. Poniatowskiego,"1E [O] geogr-mat (ang-fra,niem)",geogr-mat,ang-fra-niem,175.45,10,6.67
Śródmieście,LO,XI LO im. M. Reja,"1D [O] biol-chem-mat (ang-hisz,niem)",biol-chem-mat,ang-hisz-niem,167.35,19,23.0
Śródmieście,LO,XI LO im. M. Reja,"1A [O] fiz-ang-mat (ang-hisz,niem)",ang-fiz-mat,ang-hisz-niem,167.30,19,23.0
Śródmieście,LO,XI LO im. M. Reja,"1C [O] hist-ang-wos (ang-niem,fra)",ang-hist-wos,ang-fra-niem,163.50,19,23.0
Śródmieście,LO,XI LO im. M. Reja,1E [O] geogr-ang-mat (ang-niem),ang-geogr-mat,ang-niem,167.05,19,23.0
Śródmieście,LO,XV LO z Oddziałami Dwujęzycznymi im. N. Żmichowskiej,1A [O] hist-pol (ang-fra),hist-pol,ang-fra,152.80,18,28.0
Śródmieście,LO,XV LO z Oddziałami Dwujęzycznymi im. N. Żmichowskiej,1DL [D] hist-pol (fra-ang),hist-pol,ang-fra,146.13,18,28.0
Śródmieście,LO,XV LO z Oddziałami Dwujęzycznymi im. N. Żmichowskiej,1B [O] biol-chem-mat (ang-fra),biol-chem-mat,ang-fra,160.50,18,28.0
Śródmieście,LO,XV LO z Oddziałami Dwujęzycznymi im. N. Żmichowskiej,1DS [D] biol-chem (fra-ang),biol-chem,ang-fra,126.49,18,28.0
Śródmieście,LO,XV LO z Oddziałami Dwujęzycznymi im. N. Żmichowskiej,0W [DW] franc (fra-ang),franc,ang-fra,158.36,18,28.0
Śródmieście,LO,"XVII LO z Oddziałami Dwujęzycznymi im. A. Frycza
Modrzewskiego",1a [O] geogr-ang-mat (ang-niem*),ang-geogr-mat,ang-niem,167.65,14,12.67
Śródmieście,LO,"XVII LO z Oddziałami Dwujęzycznymi im. A. Frycza
Modrzewskiego",1b [O] biol-chem-mat (ang-niem*),biol-chem-mat,ang-niem,167.50,14,12.67
Śródmieście,LO,"XVII LO z Oddziałami Dwujęzycznymi im. A. Frycza
Modrzewskiego",1c [O] hist-ang-pol (ang-niem*),ang-hist-pol,ang-niem,141.20,14,12.67
Śródmieście,LO,"XVII LO z Oddziałami Dwujęzycznymi im. A. Frycza
Modrzewskiego",0W [DW] (niem-ang),brak rozszerzeń,ang-niem,139.35,14,12.67
Śródmieście,LO,XVIII LO im. J. Zamoyskiego,"1A [O] fiz-inf-mat (ang-niem*,fra,hisz)",fiz-inf-mat,ang-fra-hisz-niem,172.25,9,8.33
Śródmieście,LO,XVIII LO im. J. Zamoyskiego,"1G [O] geogr-ang-mat (ang-niem,fra)",ang-geogr-mat,ang-fra-niem,169.55,9,8.33
Śródmieście,LO,XVIII LO im. J. Zamoyskiego,"1CD [O] biol-chem-mat (ang-niem,fra*,hisz)",biol-chem-mat,ang-fra-hisz-niem,172.70,9,8.33
Śródmieście,LO,XVIII LO im. J. Zamoyskiego,"1B [O] fiz-ang-mat (ang-niem*,fra,hisz)",ang-fiz-mat,ang-fra-hisz-niem,173.35,9,8.33
Śródmieście,LO,XXVII LO im. T. Czackiego,"1H [O] pol-wos (niem*,hisz*,fra-ang)",pol-wos,ang-fra-hisz-niem,174.95,3,3.0
Śródmieście,LO,XXVII LO im. T. Czackiego,"1M [O] fiz-inf-mat (fra,hisz*,niem*-ang)",fiz-inf-mat,ang-fra-hisz-niem,182.55,3,3.0
Śródmieście,LO,XXVII LO im. T. Czackiego,"1P [O] biol-chem-mat (fra,hisz*,niem*-ang)",biol-chem-mat,ang-fra-hisz-niem,178.15,3,3.0
Śródmieście,LO,XXXII LO im. S. Grota-Roweckiego,1A [O] hist-ang (ang-niem),ang-hist,ang-niem,90.35,,
Śródmieście,LO,XXXVII LO im. J. Dąbrowskiego,1b [O] ang-pol-wło (ang-wlo),ang-pol-wło,ang-wlo,165.75,29,21.67
Śródmieście,LO,XXXVII LO im. J. Dąbrowskiego,"1d [O] biol-chem-mat (ang-niem,wlo)",biol-chem-mat,ang-niem-wlo,169.55,29,21.67
Śródmieście,LO,XXXVII LO im. J. Dąbrowskiego,"1c [O] fiz-mat (ang-niem,wlo)",fiz-mat,ang-niem-wlo,166.10,29,21.67
Śródmieście,LO,XXXVII LO im. J. Dąbrowskiego,"1a [O] hist-pol-wos (ang-niem,wlo)",hist-pol-wos,ang-niem-wlo,157.40,29,21.67
Śródmieście,LO,XXXVII LO im. J. Dąbrowskiego,"1e [O] geogr-mat (ang-niem,wlo)",geogr-mat,ang-niem-wlo,168.80,29,21.67
Targówek,BS I st.,Branżowa Szkoła I stopnia nr 41,1M [O] Monter zabudowy i robót wykończeniowych w budownictwie (ang),Monter zabudowy i robót wykończeniowych w budownictwie,ang,21.25,,
Targówek,BS I st.,Branżowa Szkoła I stopnia nr 41,1F [O] Fryzjer (ang),Fryzjer,ang,28.60,,
Targówek,BS I st.,Branżowa Szkoła I stopnia nr 41,1A [O] wielozawodowa (ang),wielozawodowa,ang,21.35,,
Targówek,LO,CII LO z Oddziałami Integracyjnymi im. Księdza J. Woźniaka,1Ao [I-o] biol-ang-pol (ang-niem),ang-biol-pol,ang-niem,87.00,,
Targówek,LO,CII LO z Oddziałami Integracyjnymi im. Księdza J. Woźniaka,1Bo [I-o] hist-ang-pol (ang-hisz),ang-hist-pol,ang-hisz,88.60,,
Targówek,LO,CII LO z Oddziałami Integracyjnymi im. Księdza J. Woźniaka,1Co [I-o] geogr-ang-pol (ang-niem),ang-geogr-pol,ang-niem,90.40,,
Targówek,LO,CLXII LO im. Szarych Szeregów,1AR [O] ang-pol-mat (ang-ros),ang-mat-pol,ang-ros,41.05,,
Targówek,LO,CLXII LO im. Szarych Szeregów,"1CH [O] geogr-ang-hiszp-niem (ang-hisz,niem)",ang-geogr-hiszp-niem,ang-hisz-niem,91.10,,
Targówek,LO,CLXII LO im. Szarych Szeregów,1BH [O] biol-chem-ang (ang-niem),ang-biol-chem,ang-niem,77.20,,
Targówek,LO,CLXII LO im. Szarych Szeregów,1BN [O] biol-chem-ang (ang-niem),ang-biol-chem,ang-niem,39.40,,
Targówek,LO,CLXII LO im. Szarych Szeregów,1SPN [S] biol-geogr-ang (ang-niem),ang-biol-geogr,ang-niem,49.00,,
Targówek,LO,CLXII LO im. Szarych Szeregów,1SPH [S] biol-geogr-ang (ang-hisz),ang-biol-geogr,ang-hisz,68.00,,
Targówek,LO,CLXII LO im. Szarych Szeregów,1AN [O] ang-pol-mat (ang-niem),ang-mat-pol,ang-niem,42.50,,
Targówek,LO,CLXII LO im. Szarych Szeregów,1SSN [S] biol-geogr-ang (ang-niem),ang-biol-geogr,ang-niem,31.00,,
Targówek,LO,CLXII LO im. Szarych Szeregów,"1CN [O] geogr-ang-hiszp-niem (ang-niem,hisz)",ang-geogr-hiszp-niem,ang-hisz-niem,78.35,,
Targówek,LO,CLXII LO im. Szarych Szeregów,1SSH [S] biol-geogr-ang (ang-hisz),ang-biol-geogr,ang-hisz,39.00,,
Targówek,LO,CXXXVII LO z Oddziałami Dwujęzycznymi im. R. Schumana,"1A [D] geogr-mat (ang-niem*,hisz*,fra*)",geogr-mat,ang-fra-hisz-niem,150.94,72,56.33
Targówek,LO,CXXXVII LO z Oddziałami Dwujęzycznymi im. R. Schumana,1D/I [O] geogr-niem-pol (niem-ang),geogr-niem-pol,ang-niem,127.00,72,56.33
Targówek,LO,CXXXVII LO z Oddziałami Dwujęzycznymi im. R. Schumana,"1B [D] biol-chem (ang-niem*,hisz*,fra*)",biol-chem,ang-fra-hisz-niem,165.69,72,56.33
Targówek,LO,CXXXVII LO z Oddziałami Dwujęzycznymi im. R. Schumana,1D/II [O] geogr-ang-pol (ang-niem),ang-geogr-pol,ang-niem,156.00,72,56.33
Targówek,T,Technikum nr 11 im. P. Wysockiego,"1L [O] Technik logistyk (ang-niem,fra)",Technik logistyk,ang-fra-niem,72.30,,
Targówek,T,Technikum nr 11 im. P. Wysockiego,"1F [O] Technik lotniskowych służb operacyjnych (ang-ros,niem)",Technik lotniskowych służb operacyjnych,ang-niem-ros,87.25,,
Targówek,T,Technikum nr 11 im. P. Wysockiego,"1E [O] Technik grafiki i poligrafii cyfrowej (ang-niem,fra)",Technik grafiki i poligrafii cyfrowej,ang-fra-niem,89.45,,
Targówek,T,Technikum nr 11 im. P. Wysockiego,"1CG[ekon] [O] Technik ekonomista (ang-ros,niem)",Technik ekonomista,ang-niem-ros,86.75,,
Targówek,T,Technikum nr 11 im. P. Wysockiego,"1CG[porty] [O] Technik eksploatacji portów i terminali (ang-niem,ros)",Technik eksploatacji portów i terminali,ang-niem-ros,96.10,,
Targówek,T,Technikum nr 11 im. P. Wysockiego,"1AB[hot] [I-o] Technik hotelarstwa (ang-niem,ros)",Technik hotelarstwa,ang-niem-ros,103.70,,
Targówek,T,Technikum nr 11 im. P. Wysockiego,"1AB[tur] [I-o] Technik organizacji turystyki (ang-niem,ros)",Technik organizacji turystyki,ang-niem-ros,95.65,,
Targówek,T,Technikum nr 30,1TF [O] Technik usług fryzjerskich (ang-hisz),Technik usług fryzjerskich,ang-hisz,46.95,,
Targówek,T,Technikum nr 30,1TD [O] Technik technologii drewna (ang-niem),Technik technologii drewna,ang-niem,31.95,,
Targówek,T,Technikum nr 30,1TW [O] Technik aranżacji wnętrz (ang-hisz),Technik aranżacji wnętrz,ang-hisz,89.95,,
Targówek,LO,XIII LO z Oddziałami Dwujęzycznymi im. płk. L. Lisa-Kuli,"1B [O] geogr-ang-mat (ang-fra,niem)",ang-geogr-mat,ang-fra-niem,161.65,70,81.67
Targówek,LO,XIII LO z Oddziałami Dwujęzycznymi im. płk. L. Lisa-Kuli,"1A [O] hist-ang-pol (ang-hisz,fra)",ang-hist-pol,ang-fra-hisz,153.50,70,81.67
Targówek,LO,XIII LO z Oddziałami Dwujęzycznymi im. płk. L. Lisa-Kuli,"1C [O] biol-chem-ang (ang-hisz,niem)",ang-biol-chem,ang-hisz-niem,160.15,70,81.67
Targówek,LO,XIII LO z Oddziałami Dwujęzycznymi im. płk. L. Lisa-Kuli,"1D [O] inf-ang-mat (ang-hisz,niem)",ang-inf-mat,ang-hisz-niem,162.35,70,81.67
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,0AN [DW] geogr-ang-niem (niem*-ang),ang-geogr-niem,ang-niem,70.40,,
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,0AH [DW] geogr-ang-hiszp (hisz*-ang),ang-geogr-hiszp,ang-hisz,157.40,,
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,1AH [D] geogr-ang-hiszp (hisz-ang),ang-geogr-hiszp,ang-hisz,161.80,,
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,1AN [D] geogr-ang-niem (niem-ang),ang-geogr-niem,ang-niem,164.20,,
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,"1BM [O] biol-chem-obcy (fra*,hisz*,niem*,ros*,wlo*-ang)",biol-chem-obcy,ang-fra-hisz-niem-ros-wlo,127.10,,
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,"1B [O] biol-obcy-pol (fra*,hisz*,niem*,ros*,wlo*-ang)",biol-obcy-pol,ang-fra-hisz-niem-ros-wlo,133.30,,
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,1D [O] geogr-ang-mat (ang-niem*),ang-geogr-mat,ang-niem,120.95,,
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,"1CF2 [O] hist-obcy-pol (fra*,hisz*,niem*,ros*,wlo*-ang)",hist-obcy-pol,ang-fra-hisz-niem-ros-wlo,121.40,,
Targówek,LO,XLVI LO z Oddziałami Dwujęzycznymi im. S. Czarnieckiego,"1CF1 [O] hist-obcy-pol (fra*,hisz*,niem*,ros*,wlo*-ang)",hist-obcy-pol,ang-fra-hisz-niem-ros-wlo,133.55,,
Ursus,BS I st.,Branżowa Szkoła I stopnia nr 37 im. J. Karskiego,1A [O] wielozawodowa (ang),wielozawodowa,ang,68.00,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1AFn [O] fiz-ang-mat (ang-niem),ang-fiz-mat,ang-niem,59.90,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1Cn [O] geogr-ang-mat (ang-niem),ang-geogr-mat,ang-niem,92.85,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1AFh [O] fiz-ang-mat (ang-hisz),ang-fiz-mat,ang-hisz,126.20,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1Bh [O] biol-chem-ang (ang-hisz),ang-biol-chem,ang-hisz,119.00,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1DWn [O] ang-pol-wos (ang-niem),ang-pol-wos,ang-niem,114.90,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1AIn [O] inf-ang-mat (ang-niem),ang-inf-mat,ang-niem,136.15,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1Bn [O] biol-chem-ang (ang-niem),ang-biol-chem,ang-niem,75.25,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1Ch [O] geogr-ang-mat (ang-hisz),ang-geogr-mat,ang-hisz,116.90,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1DHn [O] hist-ang-pol (ang-niem),ang-hist-pol,ang-niem,123.75,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1AIh [O] inf-ang-mat (ang-hisz),ang-inf-mat,ang-hisz,143.95,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1DHh [O] hist-ang-pol (ang-hisz),ang-hist-pol,ang-hisz,147.10,,
Ursus,LO,LVI LO im. Rotmistrza W. Pileckiego,1DWh [O] ang-pol-wos (ang-hisz),ang-pol-wos,ang-hisz,154.05,,
Ursus,T,Technikum nr 8 im. J. Karskiego,1AL [O] Technik logistyk (ang-ros*),Technik logistyk,ang-ros,64.40,,
